"Serial Number","Model","Mac Address","Part Number","Device Type","Source","Flex","Subscription Key","Subscription Tier","Subscription Tier Description","Subscription Expiration","Archived","Application Id","Application Name","Application Instance Name","Make","Age","Ccs Region","Tags","Tags Count","Subscription Key Type","Device Name","Secondary Name","Account Name","Tenant Platform Customer Id","Contact Id","Contact Name","Location Id","Location Name"
"CU0442290","IAP-103-RW","F0:5C:19:CD:19:F6","IAP-103-RW","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T42X","AP-303-RW","94:64:24:CE:28:92","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2720c855-5bfb-530b-95d3-560876b7f070",""
"CNMXK9T46X","AP-303-RW","94:64:24:CE:31:74","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","2c56c1d9-9cc5-5cdc-a2ac-46245f7f165b",""
"CNMFK9T6D4","AP-303-RW","FC:7F:F1:CD:2C:E0","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNDDJST22H","IAP-207-RW","44:48:C1:C8:CB:C8","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMGK9T0RC","AP-303-RW","FC:7F:F1:CD:97:B8","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","GRUPO LIDER","ced715d6384b11ed8f9c42d2e9a2f0e7","","","31ea7e81-8949-5b78-ac72-65ec09fd01d5",""
"CND7JSTCSX","IAP-207-RW","44:48:C1:C8:32:D8","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T4MN","AP-303-RW","94:64:24:CE:2C:F2","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","ASSOCIAÇÃO CULTURA INGLESA SP","0ca2a8d8f36e11ee815fdec11fe7cf53","","","",""
"PHK8K9T182","AP-303-RW","D0:D3:E0:C3:6A:68","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","LOJAS AVENIDA S.A","cee1a5e81eae11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMGK9T2L9","AP-303-RW","FC:7F:F1:CD:84:E0","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","91f25166-00a8-5661-81f2-e777b8659fc8",""
"CNFYJST030","IAP-207-RW","80:8D:B7:CB:C6:DC","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNNHK9T7H6","AP-303-RW","F0:61:C0:C1:4B:D8","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","68fd632e-6568-57b5-a74e-8402c505d2ae",""
"CNMXK9T4TL","AP-303-RW","94:64:24:CE:23:8C","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CNMFK9T6DM","AP-303-RW","FC:7F:F1:CD:2A:64","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","ASSOCIAÇÃO CULTURA INGLESA SP","0ca2a8d8f36e11ee815fdec11fe7cf53","","","aae4d024-c02e-5853-8c4f-235b37b61a74",""
"CNG8K9T4S7","AP-303-RW","90:4C:81:CB:AF:A8","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNNHK9T62N","AP-303-RW","F0:61:C0:C1:55:12","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CNG8K9T6NT","AP-303-RW","90:4C:81:CC:03:70","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CN81FP41HF","2530","04:09:73:06:16:80","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CNMXK9T40G","AP-303-RW","94:64:24:CE:27:F0","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNDDJST1XT","IAP-207-RW","44:48:C1:C8:CA:A6","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNDDJST1QT","IAP-207-RW","44:48:C1:C8:C9:32","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST1G3","IAP-207-RW","80:8D:B7:CB:C6:34","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"TW49LLV0B9","6000","0C:97:5F:42:ED:00","R8N88A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","1yr 11mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNFZJST6FF","IAP-207-RW","80:8D:B7:CC:41:AE","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST0J7","IAP-207-RW","80:8D:B7:CB:D0:E6","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T12J","AP-303-RW","90:4C:81:CB:B2:C4","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNN3K9TBTX","AP-303-RW","94:64:24:CE:97:06","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","8df18573-655b-534a-8b24-7324f3ab19a9",""
"CNGTK9T6D1","AP-303-RW","9C:8C:D8:C6:F9:54","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST1FN","IAP-207-RW","80:8D:B7:CB:C2:8A","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFZJST6FT","IAP-207-RW","80:8D:B7:CC:44:42","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T68Y","AP-303-RW","9C:8C:D8:C6:D7:26","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2b3c2fee-dec2-5a21-a7ef-d0d66540f262",""
"CP0054549","7005-RW","20:4C:03:58:7B:E2","JW633A","GATEWAY","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T6K1","AP-303-RW","9C:8C:D8:C6:D8:8A","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","adf7981f-51b9-5331-8bf1-3e29d82edff6",""
"CNMXK9T521","AP-303-RW","94:64:24:CE:1F:20","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","d3664522-d3ac-56c3-bcc1-d7eb4995744f",""
"CP0054367","7005-RW","20:4C:03:58:7E:62","JW633A","GATEWAY","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNPDK9T6Z7","AP-303-RW","F0:61:C0:C4:7D:54","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","3yr 10mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2d387463-f5c9-5639-855e-21d4579b2a1f",""
"CNMGK9T0JD","AP-303-RW","FC:7F:F1:CD:88:82","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNMFK9T6V7","AP-303-RW","FC:7F:F1:CD:2E:8E","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","GRUPO LIDER","ced715d6384b11ed8f9c42d2e9a2f0e7","","","31ea7e81-8949-5b78-ac72-65ec09fd01d5",""
"CNKGK9TBXL","AP-303-RW","D0:D3:E0:C9:37:68","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST14D","IAP-207-RW","80:8D:B7:CB:C1:F0","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T62D","AP-303-RW","9C:8C:D8:C7:00:64","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T47P","AP-303-RW","94:64:24:CE:2E:58","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","6f0b1095-022f-5c86-a028-544a8e9471f9",""
"TW01FP43Q4","2530","88:3A:30:18:9A:40","J9773A","SWITCH","MANAGED","false","PAYGJTD9AUJ5E2","FOUNDATION_SWITCH_6100","Foundation-Switch-Class-1","Oct 22, 2026","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","",""
"CN7AFP42VQ","2530","94:F1:28:53:8B:A0","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNDDJSTKV8","IAP-207-RW","44:48:C1:CD:39:C8","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNLBK9T48Z","AP-303-RW","CC:D0:83:CE:21:3C","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNNHK9T61L","AP-303-RW","F0:61:C0:C1:4E:E8","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNNHK9T7DX","AP-303-RW","F0:61:C0:C1:3B:7C","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2b3c2fee-dec2-5a21-a7ef-d0d66540f262",""
"CNLCK9T643","AP-303-RW","CC:D0:83:CE:60:58","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"PHSTLBM1R2","AP-505-RW","68:51:34:C8:66:6E","R2H28A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","1yr 9mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","c63b30b5-1619-5195-bb23-1029456b20d5",""
"CNDDJSTL1C","IAP-207-RW","44:48:C1:CD:3B:42","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T4XK","AP-303-RW","90:4C:81:CB:B6:04","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CN21HL22DL","2930F","44:5B:ED:C0:84:A0","JL261A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","53574004-da1a-5db9-81b6-5a079f0565dd",""
"CNMGK9T366","AP-303-RW","FC:7F:F1:CD:96:74","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CND7JSTGYC","IAP-207-RW","44:48:C1:C8:4A:72","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T7NZ","AP-303-RW","90:4C:81:CC:06:70","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","aae4d024-c02e-5853-8c4f-235b37b61a74",""
"CNMPK9T41X","AP-303-RW","FC:7F:F1:CF:03:C4","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMMK9T5DT","AP-303-RW","FC:7F:F1:CE:C3:DE","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2b3c2fee-dec2-5a21-a7ef-d0d66540f262",""
"CNN3K9TBWG","AP-303-RW","94:64:24:CE:A7:A4","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMMK9T59R","AP-303-RW","FC:7F:F1:CE:BB:A0","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","01b7db10-05e8-5d73-b529-32c664ff294e",""
"CP0053446","7005-RW","20:4C:03:58:5A:72","JW633A","GATEWAY","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNG8K9T6L2","AP-303-RW","90:4C:81:CC:08:9E","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNGTK9T6QC","AP-303-RW","9C:8C:D8:C6:DC:F6","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","81c988c6-698d-5712-ad9f-f0da49ad8e5d",""
"CNN3K9TCWD","AP-303-RW","94:64:24:CE:B7:F0","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","ASSOCIAÇÃO CULTURA INGLESA SP","0ca2a8d8f36e11ee815fdec11fe7cf53","","","",""
"CNGTK9T6CM","AP-303-RW","9C:8C:D8:C6:D8:80","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CNHGK803LF","AP-375-RW","7C:57:3C:CE:D4:66","JZ172A","AP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","SHOPPING TOTAL","2b4fac441eb911eda8cea65d569b2cf1","","","35af5b8a-9d65-5310-9259-b68b0bc1ca93",""
"CNMMK9T5RT","AP-303-RW","FC:7F:F1:CE:C5:BA","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMGK9T2XM","AP-303-RW","FC:7F:F1:CD:8A:CE","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CN79FP475L","2530","94:F1:28:51:41:00","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"PHJZK9T2DZ","AP-303-RW","D0:D3:E0:C3:4B:02","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","7e13976c-b3c2-5854-9525-0f61f63c85f7",""
"CNMXK9T454","AP-303-RW","94:64:24:CE:39:B0","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNG8K9T4NG","AP-303-RW","90:4C:81:CB:D0:BA","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","c63b30b5-1619-5195-bb23-1029456b20d5",""
"CNGRK9TBZS","AP-303-RW","9C:8C:D8:C6:71:CE","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNDDJSTL0L","IAP-207-RW","44:48:C1:CD:3B:12","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST0YL","IAP-207-RW","80:8D:B7:CB:C2:0C","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNL3K9T1BG","AP-303-RW","CC:D0:83:CD:F0:68","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMMK9T5L3","AP-303-RW","FC:7F:F1:CE:D3:22","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","096c3049-766a-5177-aa0e-1ba5bd9cb510",""
"CNG8K9T0MN","AP-303-RW","90:4C:81:CB:BB:8C","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGRK9TD83","AP-303-RW","9C:8C:D8:C6:75:D2","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T496","AP-303-RW","94:64:24:CE:33:78","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","2439ea63-92f2-5cc7-b263-f8cb4b340bb1",""
"CNNHK9T63G","AP-303-RW","F0:61:C0:C1:53:7C","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","68fd632e-6568-57b5-a74e-8402c505d2ae",""
"CNLBK9T4MJ","AP-303-RW","CC:D0:83:CE:2D:32","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMGK9T0DQ","AP-303-RW","FC:7F:F1:CD:72:B8","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","38a4e964-699d-51fd-a1f1-de2882ac686e",""
"PHK8K9T108","AP-303-RW","D0:D3:E0:C3:64:C8","JZ320A","IAP","MANAGED","false","PADED6YHJAC9HH","FOUNDATION_AP","Foundation AP","Nov 24, 2027","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
